,0,1,2,3,4,5,6,7,8,9
0,0.004530149606999871,-0.007918521220797165,0.008189645971475942,-0.006093889251605196,-0.00535353763686822,-0.0006225433377639339,-0.002421696740311104,-0.0056329972616220945,0.0017283809472788153,0.01005917474992638
1,-0.014809402879996108,0.003423119151386091,0.006512685082158491,-0.005665195055035076,-0.016578333680410243,0.002238710875159986,0.0018881077966138372,-0.006071355396973328,0.0018785690523083552,-0.004361190246554403
2,0.0031570203492934904,-0.01158205488445045,-0.005601816579738447,0.004138854976129091,0.0018765081015854543,0.0010590114233574655,-0.0029841769942144324,-0.004692430997164945,0.0015256967697064778,0.006850839259135363
3,0.0007374794624155687,-0.009468122442415704,-0.007550645461760368,0.003958192588416137,0.003082050764133773,0.001695290152663406,-0.007270644990405781,0.021910579452139412,0.0018469085821357046,-0.00788662131781579
4,0.0020089158233760197,0.015579926364810464,0.00777423814868094,0.007643610523814337,0.0037429979376662147,0.0005312059463284446,-0.008345007495900903,0.02441556682300801,0.001372475607421372,-0.006868343589175609
5,-0.004840429040135139,0.016889407570105704,0.014001097724630198,0.004103056275107906,0.004560670740504883,0.0007677885125606886,-0.004390688761064513,0.00012644118729260236,0.0017601959410238363,-0.008883363411519367
6,-0.024615876865374545,-0.008553532071774929,-0.0009834690222548783,-0.004756576239204716,0.007377917009482915,0.0023835846557620686,0.009435804403653587,0.02358282352711128,0.0024331507726715533,-0.005743396048460411
7,-8.174010275792092e-05,-0.0034305216547739137,-0.007416540516504573,0.002157930845692814,-0.019964608964316247,0.0011780831521230432,1.0048639686211952e-06,-0.0028025494023398365,0.001731922835793723,-0.0066232710617858135
8,0.0036262404412141795,-0.003756999861897176,0.015381224477493134,-0.012721794487885829,0.0039539476711469,-0.01441341589415409,-0.0012097793136395339,-0.0019144141570889498,0.0016245196348067318,0.01447733705154656
9,0.00023585913925186234,-0.00041239370247998547,0.006286949724086894,-0.0015633945430727544,0.004971511681384309,-0.004330669991616505,0.0006636193907026891,-0.003667192728188601,0.0016224499775382372,-0.00657160379737981
10,0.02330453946375554,-0.006797932382395563,0.0002013386128657822,0.004554359130775769,0.0035891288203760887,0.0009531380792659514,0.0002353684377107281,0.02465413576887394,0.0016923156662500313,-0.010230890684258809
11,0.006521815613074279,0.0017887100114514273,0.0073875448582482565,-0.0024640279111107517,-0.003143608429047707,0.0019986042129770186,-0.00160342451791689,0.011733139183998416,0.0017651591042394472,-0.004582114000320077
12,-0.00043129210726017286,0.014469228776114635,0.006985623033087332,-0.005708935495962774,0.002944877576459038,0.0008259839246294697,-0.00963458965083002,-0.003065392352900592,0.0015428709587012907,0.008636388195103664
13,0.008926788534403636,-0.006731576431321513,0.012524670754053406,0.000131451278971697,0.006448608487310819,0.0018746872535263636,0.012101892132323858,0.021023256901255057,0.0019072400425099887,0.006299157496207867
14,5.5882141210596626e-05,-0.0001474685633889962,0.011392307514091819,-0.004795894533943983,0.008143846653578764,0.002778268170844756,0.005675664966901383,0.012958592434165363,0.002430543276063217,-0.00883479798493571
15,-0.0038930330466831727,0.00028225783093584444,0.002651355871362921,0.006687630645249657,0.008844990144507937,0.003811746209578915,0.00982274138757383,-0.011106279783862444,0.0035904497992966153,-0.009253966778239012
16,0.008135389770016144,0.010449152668573398,-0.008302153821950382,0.002766395008293345,-0.02023555185529249,0.0017845591177534153,-0.010196381423465305,-0.006072767158376855,0.0018811797593620853,0.005407088405355597
17,0.006171300343762098,0.003118572450292961,-0.007506670672174737,0.0012603688080147508,0.0024629543868251616,0.0009510831696676874,-0.0014982112610368511,-0.004359969502488265,0.0015947649213797182,0.0037236420305822356
18,0.005552168637289756,-0.0037028175555474945,-0.010164863566981623,-0.011489286775484425,0.004692697545288333,0.001557692778181966,0.004640139970531632,-0.0028160848471127896,0.0020282649382067633,-0.007203041705141845
19,-0.003999512036905334,0.010178982689078532,0.015513377680023456,0.004612816542781419,-0.019014587591687507,0.0008941524584574232,0.0002548716125874591,-0.00030213907076590734,0.0018306033531985903,0.002465150953190263
